trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.42, 'e': 0.3995984329713266}",20,8,0.2612364196876933,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
185,False,"{'a': 0.42, 'e': 0.39760044080646995}",25,8,25.041216973383175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.42, 'e': 0.39561243860243755}",25,0,25.59959820629307,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.42, 'e': 0.3936343764094254}",20,15,9.668857655430125,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.42, 'e': 0.39166620452737827}",25,13,8.654935836105949,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.42, 'e': 0.3897078735047414}",25,18,11.11908995598236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.42, 'e': 0.38775933413721764}",20,0,-26.949990891114265,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
191,False,"{'a': 0.42, 'e': 0.38582053746653155}",30,8,18.674927602264873,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.42, 'e': 0.3838914347791989}",20,16,6.90328768190218,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.42, 'e': 0.38197197760530294}",20,2,14.625054027719763,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.42, 'e': 0.3800621177172764}",25,9,2.8705041206805046,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.42, 'e': 0.37816180712869}",20,10,18.46844349812749,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.42, 'e': 0.37627099809304654}",30,20,-13.214093298335499,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.42, 'e': 0.3743896431025813}",25,14,-68.10575563477673,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
198,False,"{'a': 0.42, 'e': 0.37251769488706843}",30,1,-2.5739834489138183,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 0}",1
199,False,"{'a': 0.42, 'e': 0.3706551064126331}",25,17,-40.78902686283993,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
200,False,"{'a': 0.42, 'e': 0.3688018308805699}",35,11,12.318031137444791,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.42, 'e': 0.36695782172616703}",35,5,-34.216462346615536,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
202,False,"{'a': 0.42, 'e': 0.3651230326175362}",20,12,-1.6807053071288791,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.42, 'e': 0.36329741745444855}",25,0,-0.23461340822417354,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
204,False,"{'a': 0.42, 'e': 0.3614809303671763}",25,5,-11.260264920707677,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
205,False,"{'a': 0.42, 'e': 0.3596735257153404}",20,0,-11.565638102772123,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
206,False,"{'a': 0.42, 'e': 0.35787515808676373}",20,9,-46.5431165964536,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.42, 'e': 0.35608578229632987}",20,10,18.057079061000323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.42, 'e': 0.35430535338484825}",20,0,0.22540186364588222,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
209,False,"{'a': 0.42, 'e': 0.352533826617924}",30,0,-29.60843509181087,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
210,False,"{'a': 0.42, 'e': 0.3507711574848344}",20,0,25.067016133480916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.42, 'e': 0.3490173016974102}",30,10,20.000514475782644,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.42, 'e': 0.34727221518892315}",25,7,19.07759736812791,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.42, 'e': 0.34553585411297855}",25,8,-50.543975418136164,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 1}",1
214,False,"{'a': 0.42, 'e': 0.3438081748424136}",25,1,-123.69772665323546,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 3}",1
215,False,"{'a': 0.42, 'e': 0.34208913396820156}",30,19,-16.13800750752148,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
216,False,"{'a': 0.42, 'e': 0.34037868829836054}",30,13,-31.1065078065134,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.42, 'e': 0.33867679485686875}",20,6,-19.816637132932534,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
218,False,"{'a': 0.42, 'e': 0.3369834108825844}",20,2,10.720740586351925,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.42, 'e': 0.33529849382817145}",25,0,-1.5224889341427779,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
220,False,"{'a': 0.42, 'e': 0.33362200135903064}",20,0,15.766996000816293,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
221,False,"{'a': 0.42, 'e': 0.33195389135223546}",25,15,4.35532238584419,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.42, 'e': 0.3302941218954743}",25,2,-32.914224389033755,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
223,False,"{'a': 0.42, 'e': 0.3286426512859969}",20,0,-33.02227656415822,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
224,False,"{'a': 0.42, 'e': 0.32699943802956694}",30,19,21.651808393801176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.42, 'e': 0.32536444083941907}",20,13,1.774651679224413,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.42, 'e': 0.323737618635222}",30,19,-0.09575825411162375,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.42, 'e': 0.3221189305420459}",20,0,-17.770912788220908,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
228,False,"{'a': 0.42, 'e': 0.32050833588933564}",20,0,-15.879782840812325,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
229,False,"{'a': 0.42, 'e': 0.31890579420988896}",30,7,-88.48172562154168,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 2}",1
230,False,"{'a': 0.42, 'e': 0.3173112652388395}",25,0,22.70486443394071,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.42, 'e': 0.3157247089126453}",25,10,-80.55203265332634,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
232,False,"{'a': 0.42, 'e': 0.3141460853680821}",25,0,12.510024187836654,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
233,False,"{'a': 0.42, 'e': 0.31257535494124167}",25,8,-66.30076741486572,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
234,False,"{'a': 0.42, 'e': 0.3110124781665355}",25,9,-55.65341201184981,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
235,False,"{'a': 0.42, 'e': 0.3094574157757028}",35,23,13.656564710283902,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.42, 'e': 0.30791012869682427}",20,3,12.322328581494466,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.42, 'e': 0.30637057805334017}",25,6,16.446130075324575,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.42, 'e': 0.3048387251630735}",30,8,-24.90365890671091,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
239,False,"{'a': 0.42, 'e': 0.30331453153725807}",30,14,2.5486869345780465,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 0.42, 'e': 0.3017979588795718}",25,15,13.823365089304597,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.42, 'e': 0.30028896908517394}",25,15,16.93558334925965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.42, 'e': 0.2987875242397481}",25,6,13.576472827979325,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.42, 'e': 0.2972935866185493}",25,5,-29.37365367239156,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
244,False,"{'a': 0.42, 'e': 0.29580711868545656}",25,10,27.92141847824142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.42, 'e': 0.2943280830920293}",25,0,-40.79497701013319,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
246,False,"{'a': 0.42, 'e': 0.29285644267656913}",25,7,-12.947511857470161,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.42, 'e': 0.2913921604631863}",20,11,-26.493663154534453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.42, 'e': 0.2899351996608704}",20,0,15.529069212297486,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
249,False,"{'a': 0.42, 'e': 0.288485523662566}",25,2,-30.052948035537867,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
250,False,"{'a': 0.42, 'e': 0.2870430960442532}",25,17,6.311066900506655,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.42, 'e': 0.2856078805640319}",20,12,14.304283116213186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.42, 'e': 0.28417984116121175}",30,7,30.977157257016785,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.42, 'e': 0.2827589419554057}",30,16,-119.68873217358049,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 3}",1
254,False,"{'a': 0.42, 'e': 0.28134514724562865}",35,0,-31.977067132308623,"{0: 29, 1: 1, 2: 3, 3: 2, 4: 0}",0
255,False,"{'a': 0.42, 'e': 0.2799384215094005}",20,10,16.185731560991805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.42, 'e': 0.27853872940185354}",25,13,10.299861162006597,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.42, 'e': 0.27714603575484426}",25,15,6.757449748278502,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.42, 'e': 0.27576030557607}",25,0,-20.84040242275532,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
259,False,"{'a': 0.42, 'e': 0.2743815040481897}",20,7,-2.0731465437792767,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.42, 'e': 0.2730095965279487}",25,4,-20.39116914967606,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.42, 'e': 0.271644548545309}",20,0,-90.379485739123,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
262,False,"{'a': 0.42, 'e': 0.27028632580258244}",20,6,-28.923873624221464,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
263,False,"{'a': 0.42, 'e': 0.2689348941735695}",20,0,6.337309217692239,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
264,False,"{'a': 0.42, 'e': 0.2675902197027017}",20,0,-92.39495170267948,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
265,False,"{'a': 0.42, 'e': 0.26625226860418816}",30,0,18.185299674352898,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
266,False,"{'a': 0.42, 'e': 0.26492100726116724}",20,10,-0.309619050340735,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.42, 'e': 0.26359640222486136}",25,0,-20.91582281647576,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
268,False,"{'a': 0.42, 'e': 0.2622784202137371}",20,1,-36.61292238404771,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
269,False,"{'a': 0.42, 'e': 0.26096702811266836}",25,0,25.782241616820006,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.42, 'e': 0.259662192972105}",20,2,8.543300523928359,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.42, 'e': 0.2583638820072445}",20,1,4.458022070169258,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.42, 'e': 0.2570720625972083}",25,19,9.801300577308096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.42, 'e': 0.25578670228422223}",25,0,31.72853390261484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.42, 'e': 0.2545077687728011}",20,10,6.050975692920055,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.42, 'e': 0.25323522992893716}",25,0,-49.624502706780056,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
276,False,"{'a': 0.42, 'e': 0.25196905377929246}",20,13,-0.03129197366727343,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.42, 'e': 0.25070920851039596}",25,0,-9.841387073124963,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
278,False,"{'a': 0.42, 'e': 0.249455662467844}",20,15,10.431591657111431,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.42, 'e': 0.24820838415550478}",25,13,16.971101855119873,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.42, 'e': 0.24696734223472724}",25,10,20.510130463155896,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.42, 'e': 0.2457325055235536}",20,14,12.524154154842588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.42, 'e': 0.24450384299593586}",20,8,-20.167929828690124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.42, 'e': 0.24328132378095618}",30,4,5.295037974622486,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
284,False,"{'a': 0.42, 'e': 0.2420649171620514}",25,0,3.0294902005282442,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.42, 'e': 0.24085459257624114}",30,17,23.546747408670466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.42, 'e': 0.23965031961335992}",20,14,14.401444690151866,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.42, 'e': 0.23845206801529312}",20,9,-3.0301807221210124,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.42, 'e': 0.23725980767521665}",25,10,10.78343355346242,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.42, 'e': 0.23607350863684057}",20,8,-4.3381068148466415,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.42, 'e': 0.23489314109365636}",20,0,-37.82506548135352,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
291,False,"{'a': 0.42, 'e': 0.23371867538818808}",20,13,13.378598155562724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.42, 'e': 0.23255008201124713}",25,11,-38.94020545019789,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.42, 'e': 0.2313873316011909}",20,13,15.016101817919829,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.42, 'e': 0.23023039494318495}",20,2,25.501855596711177,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.42, 'e': 0.22907924296846902}",25,16,14.404472304717393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.42, 'e': 0.22793384675362668}",25,0,-18.699435036208982,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
297,False,"{'a': 0.42, 'e': 0.22679417751985856}",20,14,10.0547045931416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.42, 'e': 0.22566020663225925}",30,1,-8.98757946956172,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.42, 'e': 0.22453190559909794}",20,11,13.991949413814375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.42, 'e': 0.22340924607110246}",25,6,9.029715724998264,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.42, 'e': 0.22229219984074694}",20,10,6.4643598873428205,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.42, 'e': 0.2211807388415432}",20,0,-22.49274010617607,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
303,False,"{'a': 0.42, 'e': 0.2200748351473355}",20,1,6.571171775445638,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.42, 'e': 0.2189744609715988}",25,0,43.998838699447475,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.42, 'e': 0.21787958866674081}",20,3,-39.91362694544646,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
306,False,"{'a': 0.42, 'e': 0.2167901907234071}",25,17,16.59942691786981,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.42, 'e': 0.2157062397697901}",30,3,-15.693676271638727,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
308,False,"{'a': 0.42, 'e': 0.21462770857094113}",30,7,24.675314702942572,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.42, 'e': 0.21355457002808642}",20,13,13.278855712892351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.42, 'e': 0.212486797177946}",30,16,-46.46942941251713,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
311,False,"{'a': 0.42, 'e': 0.21142436319205626}",25,5,24.007971355386694,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.42, 'e': 0.21036724137609597}",25,9,30.942961521046357,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.42, 'e': 0.20931540516921548}",20,10,-16.38021053182903,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
314,False,"{'a': 0.42, 'e': 0.20826882814336942}",20,13,11.766853319178454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.42, 'e': 0.20722748400265256}",20,0,-21.25934931359278,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
316,False,"{'a': 0.42, 'e': 0.2061913465826393}",25,12,22.119752719306025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.42, 'e': 0.20516038984972612}",20,11,17.479461771367937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.42, 'e': 0.20413458790047748}",20,2,21.89359793604874,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.42, 'e': 0.20311391496097508}",25,18,-9.634930387562477,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.42, 'e': 0.20209834538617022}",25,19,11.454218531405555,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.42, 'e': 0.20108785365923937}",20,6,-17.588423734753775,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.42, 'e': 0.20008241439094315}",20,4,1.5651567803791633,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.42, 'e': 0.19908200231898845}",20,3,25.22476017719555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.42, 'e': 0.1980865923073935}",25,5,-10.980463591775425,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
325,False,"{'a': 0.42, 'e': 0.19709615934585653}",25,7,-10.334798350925503,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
326,False,"{'a': 0.42, 'e': 0.19611067854912725}",25,0,-9.362209138447634,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
327,False,"{'a': 0.42, 'e': 0.19513012515638162}",20,10,5.829163607803569,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.42, 'e': 0.1941544745305997}",20,12,16.48817463451405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.42, 'e': 0.1931837021579467}",20,13,-11.996354538447108,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.42, 'e': 0.19221778364715697}",25,13,21.124772122206416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.42, 'e': 0.19125669472892118}",20,14,8.786798122634718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.42, 'e': 0.19030041125527658}",20,4,-47.020674380303305,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
333,False,"{'a': 0.42, 'e': 0.1893489091990002}",25,14,6.256845981579742,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.42, 'e': 0.1884021646530052}",25,3,-5.244114634092321,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
335,False,"{'a': 0.42, 'e': 0.18746015382974016}",25,0,2.0357528144463855,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.42, 'e': 0.18652285306059146}",30,16,17.29057486552387,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.42, 'e': 0.1855902387952885}",20,13,11.452893486237196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.42, 'e': 0.18466228760131206}",20,8,12.277815977075381,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.42, 'e': 0.1837389761633055}",25,7,-29.38258368048927,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
340,False,"{'a': 0.42, 'e': 0.18282028128248898}",30,17,19.797616948683004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.42, 'e': 0.18190617987607652}",20,14,-21.17046598892267,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
342,False,"{'a': 0.42, 'e': 0.18099664897669615}",20,12,7.57396293246079,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.42, 'e': 0.18009166573181265}",20,10,16.4361683222539,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.42, 'e': 0.1791912074031536}",25,15,23.133731787301002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.42, 'e': 0.17829525136613783}",20,3,17.27638609474814,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.42, 'e': 0.17740377510930713}",30,7,38.17478812465758,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.42, 'e': 0.1765167562337606}",20,6,23.92694841861656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.42, 'e': 0.1756341724525918}",20,1,-10.217712343684042,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
349,False,"{'a': 0.42, 'e': 0.17475600159032884}",25,0,27.739283429172374,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
350,False,"{'a': 0.42, 'e': 0.1738822215823772}",25,14,8.00438979157318,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.42, 'e': 0.17301281047446532}",20,13,-2.977307144823095,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.42, 'e': 0.172147746422093}",25,19,12.876345885306467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.42, 'e': 0.1712870076899825}",35,28,15.730394544320479,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.42, 'e': 0.1704305726515326}",20,13,1.9137044797354923,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.42, 'e': 0.16957841978827495}",25,9,25.70489425055704,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.42, 'e': 0.16873052768933355}",20,14,14.80623331932132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.42, 'e': 0.1678868750508869}",20,16,7.508534841503787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.42, 'e': 0.16704744067563246}",30,3,-12.419286846484102,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
359,False,"{'a': 0.42, 'e': 0.1662122034722543}",30,6,45.93213500368755,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.42, 'e': 0.16538114245489302}",20,6,24.438936350134686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.42, 'e': 0.16455423674261857}",25,1,-6.052916872820839,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
362,False,"{'a': 0.42, 'e': 0.16373146555890547}",25,7,-20.11840443132574,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
363,False,"{'a': 0.42, 'e': 0.16291280823111093}",30,18,21.173957334655885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.42, 'e': 0.1620982441899554}",20,14,11.011583723810501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.42, 'e': 0.1612877529690056}",20,0,25.16494272500751,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.42, 'e': 0.1604813142041606}",25,2,1.2722696062812626,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
367,False,"{'a': 0.42, 'e': 0.15967890763313977}",20,12,12.620032897273763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.42, 'e': 0.15888051309497409}",20,0,19.186858971669288,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
