trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.42, 'e': 0.1580861105294992}",20,0,-38.35695262630445,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
370,False,"{'a': 0.42, 'e': 0.1572956799768517}",20,8,-28.939677533271283,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
371,False,"{'a': 0.42, 'e': 0.15650920157696746}",30,18,21.318514325680763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.42, 'e': 0.1557266555690826}",20,6,13.845039594002277,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.42, 'e': 0.1549480222912372}",25,17,12.896478299725349,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.42, 'e': 0.15417328217978102}",20,0,32.87430220013418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.42, 'e': 0.1534024157688821}",20,11,12.214862372452016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.42, 'e': 0.1526354036900377}",20,10,5.273870105721785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.42, 'e': 0.1518722266715875}",25,9,1.5222248980949709,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.42, 'e': 0.15111286553822956}",20,0,-14.771124927738299,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
379,False,"{'a': 0.42, 'e': 0.15035730121053842}",25,3,35.95195047832226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.42, 'e': 0.14960551470448571}",20,13,6.754802564075233,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.42, 'e': 0.14885748713096328}",25,9,6.988475446950417,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.42, 'e': 0.14811319969530848}",25,3,7.773676290968391,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.42, 'e': 0.14737263369683193}",20,14,11.4603462546098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.42, 'e': 0.14663577052834778}",20,4,-25.380185024960543,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
385,False,"{'a': 0.42, 'e': 0.14590259167570604}",30,0,28.791979487127588,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.42, 'e': 0.14517307871732751}",20,13,7.812020806806382,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.42, 'e': 0.14444721332374086}",30,12,6.679791870225928,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.42, 'e': 0.14372497725712216}",25,13,23.878254413801788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.42, 'e': 0.14300635237083656}",20,12,2.00091751942663,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.42, 'e': 0.14229132060898236}",25,12,-17.020316500817337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
391,False,"{'a': 0.42, 'e': 0.14157986400593744}",25,16,-38.53299841017729,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
392,False,"{'a': 0.42, 'e': 0.14087196468590776}",25,11,10.969816337959978,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.42, 'e': 0.14016760486247823}",35,18,3.228943888038809,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
394,False,"{'a': 0.42, 'e': 0.13946676683816583}",20,0,-23.577781778506605,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
395,False,"{'a': 0.42, 'e': 0.138769433003975}",30,12,-49.38128107290379,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
396,False,"{'a': 0.42, 'e': 0.13807558583895513}",20,3,26.137887628582522,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.42, 'e': 0.13738520790976036}",30,14,17.462889808073488,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.42, 'e': 0.13669828187021155}",20,0,28.10081986001992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.42, 'e': 0.13601479046086049}",20,0,19.451074592065268,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
400,False,"{'a': 0.42, 'e': 0.1353347165085562}",20,9,7.836292251099483,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.42, 'e': 0.1346580429260134}",25,14,18.854708571573227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.42, 'e': 0.13398475271138333}",35,23,21.76442544963603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.42, 'e': 0.13331482894782642}",25,11,23.28531094009496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.42, 'e': 0.13264825480308728}",25,18,11.26212712710172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.42, 'e': 0.13198501352907185}",30,4,23.997515337435047,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.42, 'e': 0.1313250884614265}",30,12,35.39248296016449,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.42, 'e': 0.13066846301911936}",25,11,26.970847616213206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.42, 'e': 0.13001512070402377}",20,7,12.029282462260712,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.42, 'e': 0.12936504510050365}",30,3,20.82605648215028,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.42, 'e': 0.12871821987500112}",20,13,11.471481341755595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.42, 'e': 0.12807462877562611}",20,16,9.132437224647003,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.42, 'e': 0.12743425563174798}",20,15,9.727280421907373,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.42, 'e': 0.12679708435358925}",20,14,10.644691521551124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.42, 'e': 0.1261630989318213}",20,16,6.351204829860947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.42, 'e': 0.1255322834371622}",20,14,-29.24740694828992,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
416,False,"{'a': 0.42, 'e': 0.12490462201997637}",25,11,25.056772410080765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.42, 'e': 0.1242800989098765}",20,0,27.133497019913413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.42, 'e': 0.12365869841532712}",20,10,7.517671291475673,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.42, 'e': 0.12304040492325048}",30,17,25.728332683133985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.42, 'e': 0.12242520289863422}",25,14,-32.417713804787844,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
421,False,"{'a': 0.42, 'e': 0.12181307688414106}",25,12,21.780007261986196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.42, 'e': 0.12120401149972035}",35,21,12.898573018513389,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.42, 'e': 0.12059799144222175}",25,13,3.168262940881749,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.42, 'e': 0.11999500148501063}",20,11,15.814398240872148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.42, 'e': 0.11939502647758558}",25,13,18.983455550172128,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.42, 'e': 0.11879805134519765}",25,14,9.73218367235459,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.42, 'e': 0.11820406108847166}",30,16,28.575892467263344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.42, 'e': 0.11761304078302931}",20,7,8.18456533545333,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.42, 'e': 0.11702497557911416}",30,16,13.038537117635585,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.42, 'e': 0.11643985070121858}",25,10,-24.73292328578503,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
431,False,"{'a': 0.42, 'e': 0.1158576514477125}",20,5,24.244823892359413,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.42, 'e': 0.11527836319047394}",25,13,21.774561857106793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.42, 'e': 0.11470197137452157}",25,14,10.619334543430059,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.42, 'e': 0.11412846151764895}",25,13,20.336861978683412,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.42, 'e': 0.11355781921006071}",25,19,12.069573316402437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.42, 'e': 0.1129900301140104}",30,21,-3.2503786096417633,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.42, 'e': 0.11242507996344035}",20,7,19.712453961746036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.42, 'e': 0.11186295456362315}",20,6,-12.714311197660562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.42, 'e': 0.11130363979080503}",25,8,29.92062416750766,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.42, 'e': 0.110747121591851}",20,13,-8.997073520191398,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
441,False,"{'a': 0.42, 'e': 0.11019338598389175}",25,15,17.191893269695832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.42, 'e': 0.10964241905397229}",35,25,18.387260558703833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.42, 'e': 0.10909420695870244}",20,3,17.37853998850117,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.42, 'e': 0.10854873592390892}",20,11,19.62205107097038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.42, 'e': 0.10800599224428938}",25,11,24.957373571879238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.42, 'e': 0.10746596228306793}",25,15,8.255050697696104,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.42, 'e': 0.10692863247165259}",35,22,23.21852519783262,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.42, 'e': 0.10639398930929432}",30,17,22.039409627937605,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.42, 'e': 0.10586201936274785}",20,3,25.779588468861295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.42, 'e': 0.1053327092659341}",20,6,17.355904207085178,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.42, 'e': 0.10480604571960443}",25,8,31.928417399502734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.42, 'e': 0.10428201549100642}",25,3,22.57131102164013,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.42, 'e': 0.10376060541355138}",25,8,27.28586443635945,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.42, 'e': 0.10324180238648363}",20,0,32.25287003671194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.42, 'e': 0.10272559337455121}",20,7,23.435379044762055,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.42, 'e': 0.10221196540767845}",25,16,14.565651188872259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.42, 'e': 0.10170090558064006}",20,16,8.67105453509827,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.42, 'e': 0.10119240105273686}",20,12,16.766991910162904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.42, 'e': 0.10068643904747317}",25,8,-31.553823765730495,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
460,False,"{'a': 0.42, 'e': 0.1001830068522358}",25,0,22.602173487811136,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
461,False,"{'a': 0.42, 'e': 0.09968209181797462}",35,22,22.934386790247366,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.42, 'e': 0.09918368135888475}",20,0,33.03880609229444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
463,False,"{'a': 0.42, 'e': 0.09868776295209034}",20,8,20.742953426485418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.42, 'e': 0.09819432413732988}",25,10,23.703613491959374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.42, 'e': 0.09770335251664322}",20,12,15.97840657095348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.42, 'e': 0.09721483575406001}",20,9,-17.84474920370543,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
467,False,"{'a': 0.42, 'e': 0.09672876157528972}",30,2,-2.5491714494080044,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
468,False,"{'a': 0.42, 'e': 0.09624511776741326}",30,13,25.452366496481456,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.42, 'e': 0.0957638921785762}",20,7,24.70941634816199,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.42, 'e': 0.09528507271768331}",30,0,16.437228369388517,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
471,False,"{'a': 0.42, 'e': 0.0948086473540949}",20,0,30.740786052317564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.42, 'e': 0.09433460411732442}",20,3,28.896205816451722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.42, 'e': 0.0938629310967378}",25,11,15.114485164113525,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.42, 'e': 0.09339361644125412}",25,19,9.523276292328784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.42, 'e': 0.09292664835904783}",30,15,-25.097026640183387,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
476,False,"{'a': 0.42, 'e': 0.0924620151172526}",20,12,17.655814389205585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.42, 'e': 0.09199970504166634}",30,13,30.921230077429684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.42, 'e': 0.091539706516458}",25,2,35.18752508002345,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.42, 'e': 0.09108200798387571}",30,16,9.241976788398459,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.42, 'e': 0.09062659794395633}",20,5,28.386510028814435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.42, 'e': 0.09017346495423655}",20,13,12.92165610436467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.42, 'e': 0.08972259762946537}",25,19,12.492209869202142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.42, 'e': 0.08927398464131804}",35,17,16.04310906159816,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.42, 'e': 0.08882761471811144}",20,15,-0.29447601638523335,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.42, 'e': 0.0883834766445209}",20,6,21.810766546101494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.42, 'e': 0.08794155926129829}",25,20,8.968614635977122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.42, 'e': 0.0875018514649918}",20,8,6.747470181041425,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.42, 'e': 0.08706434220766683}",25,15,13.34205021255821,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.42, 'e': 0.0866290204966285}",20,12,13.85962684433827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.42, 'e': 0.08619587539414536}",20,0,36.12796204547404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.42, 'e': 0.08576489601717463}",20,6,23.219784413396845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.42, 'e': 0.08533607153708876}",20,8,22.336080750826202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.42, 'e': 0.08490939117940331}",25,14,20.596798842866395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.42, 'e': 0.0844848442235063}",20,9,21.47254305218398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.42, 'e': 0.08406242000238877}",20,10,17.388625305910043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.42, 'e': 0.08364210790237682}",30,14,28.90557572888688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.42, 'e': 0.08322389736286494}",25,9,12.809941538954572,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.42, 'e': 0.0828077778760506}",25,9,25.79576169690931,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.42, 'e': 0.08239373898667036}",20,5,16.470819134953686,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.42, 'e': 0.081981770291737}",30,14,32.251854308305354,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.42, 'e': 0.08157186144027832}",30,12,-11.010210317446322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
502,False,"{'a': 0.42, 'e': 0.08116400213307692}",25,18,11.550589649944532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.42, 'e': 0.08075818212241154}",20,8,10.862173815094327,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.42, 'e': 0.08035439121179949}",20,8,21.689425054793528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.42, 'e': 0.07995261925574049}",30,8,34.00528008129108,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.42, 'e': 0.07955285615946178}",30,7,24.85887988401919,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.42, 'e': 0.07915509187866447}",25,9,25.848180117398755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.42, 'e': 0.07875931641927116}",20,0,31.731398953031658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.42, 'e': 0.0783655198371748}",20,12,10.633942626963737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.42, 'e': 0.07797369223798892}",25,11,-31.629619229962504,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
511,False,"{'a': 0.42, 'e': 0.07758382377679898}",25,12,-13.210477557272434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.42, 'e': 0.07719590465791498}",20,11,15.789338146269024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.42, 'e': 0.07680992513462541}",25,13,-12.91577253987989,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
514,False,"{'a': 0.42, 'e': 0.07642587550895227}",25,3,18.52595820563542,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.42, 'e': 0.07604374613140752}",20,8,21.543116275403065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.42, 'e': 0.07566352740075048}",25,18,15.581940010053462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.42, 'e': 0.07528520976374672}",30,0,2.551284872203876,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
518,False,"{'a': 0.42, 'e': 0.074908783714928}",35,24,21.267926812715615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.42, 'e': 0.07453423979635335}",30,8,39.14086181598168,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.42, 'e': 0.07416156859737158}",20,3,26.996890157097493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.42, 'e': 0.07379076075438473}",20,1,24.627524462114735,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.42, 'e': 0.0734218069506128}",25,9,20.113068851425748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.42, 'e': 0.07305469791585974}",25,20,10.518941635510567,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.42, 'e': 0.07268942442628044}",25,17,14.83794286777161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.42, 'e': 0.07232597730414904}",25,17,4.015335154244494,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.42, 'e': 0.07196434741762829}",20,16,8.3814206405649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.42, 'e': 0.07160452568054015}",25,11,-16.41634230134532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
528,False,"{'a': 0.42, 'e': 0.07124650305213745}",20,11,20.260729852148785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.42, 'e': 0.07089027053687676}",35,19,25.629536440279246,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.42, 'e': 0.07053581918419238}",35,19,12.034923351387764,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.42, 'e': 0.07018314008827141}",25,4,23.837832235636075,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.42, 'e': 0.06983222438783006}",30,21,-7.048923901168285,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
533,False,"{'a': 0.42, 'e': 0.0694830632658909}",20,11,14.636252485488775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.42, 'e': 0.06913564794956145}",20,13,2.7481637718493843,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.42, 'e': 0.06878996970981364}",20,9,21.80444302540513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.42, 'e': 0.06844601986126457}",25,12,20.90408602144005,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.42, 'e': 0.06810378976195826}",30,7,40.681621825193204,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.42, 'e': 0.06776327081314847}",20,8,21.568210471187218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.42, 'e': 0.06742445445908272}",20,8,20.733944964965662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.42, 'e': 0.06708733218678731}",20,0,36.733187867273216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.42, 'e': 0.06675189552585337}",20,10,9.11784761748521,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.42, 'e': 0.06641813604822411}",20,15,3.8532574722320074,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.42, 'e': 0.06608604536798299}",25,15,17.016297136254146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.42, 'e': 0.06575561514114306}",35,19,-9.612136919040829,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.42, 'e': 0.06542683706543735}",30,15,28.13119926057769,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.42, 'e': 0.06509970288011016}",20,0,10.447502880314136,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
547,False,"{'a': 0.42, 'e': 0.06477420436570962}",25,17,8.354958772699039,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.42, 'e': 0.06445033334388106}",30,13,34.65492929247243,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.42, 'e': 0.06412808167716166}",30,6,16.644976815913882,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
550,False,"{'a': 0.42, 'e': 0.06380744126877586}",25,13,19.341045902330652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.42, 'e': 0.06348840406243197}",20,11,20.67443954856409,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.42, 'e': 0.0631709620421198}",25,10,29.37839353072228,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.42, 'e': 0.06285510723190921}",20,0,31.67982280169745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
